loc,entity,risk_score,complexity,revisions,risk_factor
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ComponentWithMultipleHooksPerLine.js.map,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__untransformed__/README.md,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentWithCustomHook.js.map,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/InlineRequire.js.map,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentUsingHooksIndirectly.js.map,0.42,2,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ComponentWithMultipleHooksPerLine.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/ComponentUsingHooksIndirectly.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/ComponentUsingHooksIndirectly.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ContainingStringSourceMappingURL.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentUsingHooksIndirectly.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/InlineRequire.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/useTheme.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/index.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/index-map/ToDoList.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ComponentWithMultipleHooksPerLine.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/index.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/fb-sources-extended/ContainingStringSourceMappingURL.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/index-map/ComponentWithNestedHooks.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/react-sources-extended/useTheme.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/ContainingStringSourceMappingURL.js.map,0.38,1,1,low
1,packages/react-devtools-shared/src/hooks/__tests__/__source__/__compiled__/external/index-map/InlineRequire.js.map,0.38,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ContainingStringSourceMappingURL.js,0.33,1,1,low
0,scripts/circleci/update_package_versions.sh,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/constants.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ToDoList.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/useTheme.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/store-test.js.snap,0.33,1,1,low
0,packages/react-devtools-extensions/src/ErrorTesterCompiled.js,0.33,1,1,low
0,packages/create-subscription/npm/index.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentUsingHooksIndirectly.js,0.33,1,1,low
0,packages/react-devtools-shell/now.json,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/InlineRequire.js.map,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/Example.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/ImportButton.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/storeOwners-test.js.snap,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ContainingStringSourceMappingURL.js,0.33,1,1,low
0,.nvmrc,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/legacy/__snapshots__/storeLegacy-v15-test.js.snap,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/createDataResourceFromImportedFile.js,0.33,1,1,low
0,packages/react-dom/testing.classic.fb.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ComponentWithExternalCustomHooks.js,0.33,1,1,low
0,scripts/circleci/set_up_github_keys.sh,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/import-worker/index.js,0.33,1,1,low
0,scripts/jest/matchers/profilerMatchers.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/InlineRequire.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithUseEffect.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithExternalCustomHooks.js.map,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/profilerContext-test.js.snap,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/ResizableSplitView.js,0.33,1,1,low
0,packages/shared/forks/object-assign.umd.js,0.33,1,1,low
0,fixtures/attribute-behavior/.gitignore,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/__tests__/geometry-test.js,0.33,1,1,low
0,packages/react-devtools-inline/src/constants.js,0.33,1,1,low
0,packages/react-dom/npm/testing.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/__tests__/colors-test.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/content-views/ReactEventsView.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ComponentUsingHooksIndirectly.js,0.33,1,1,low
0,scripts/circleci/bench.sh,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/utils/__tests__/scrollState-test.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithExternalUseEffect.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/useCustom.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ToDoList.js.map,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentWithMultipleHooksPerLine.js.map,0.33,1,1,low
0,packages/react-devtools-extensions/src/parseHookNames/parseHookNames.worker.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/ErrorTester.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/dehydratedValueSerializer.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/positioning.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/content-views/utils/colors.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/ColorView.js,0.33,1,1,low
0,packages/react-server-dom-relay/src/__mocks__/JSResourceReference.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/import-worker/readInputData.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/treeContextStateSerializer.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/utils/__tests__/clamp-test.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/useTheme.js.map,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/storeSerializer.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/Example.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/ImportButton.css,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ComponentUsingHooksIndirectly.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/ownersListContext-test.js.snap,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/useTheme.js,0.33,1,1,low
0,packages/react-dom/src/server/ReactDOMStringRenderer.js,0.33,1,1,low
0,scripts/release/ci-add-build-info-json.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ComponentWithExternalCustomHooks.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/profilingCommitTreeBuilder-test.js.snap,0.33,1,1,low
0,packages/shared/forks/object-assign.inline-umd.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/import-worker/InvalidProfileError.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/CanvasPage.css,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/utils/clamp.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/InlineRequire.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/Example.js.map,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/inline/ComponentWithMultipleHooksPerLine.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ToDoList.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ComponentUsingHooksIndirectly.js,0.33,1,1,low
0,scripts/release/ci-update-package-versions.js,0.33,1,1,low
0,packages/react-devtools-shared/src/devtools/views/Components/SearchInput.js,0.33,1,1,low
0,packages/react-devtools-shared/src/devtools/views/Tooltip.css,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ContainingStringSourceMappingURL.js.map,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/hookSerializer.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ContainingStringSourceMappingURL.js,0.33,1,1,low
0,packages/create-subscription/index.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/README.md,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ComponentWithMultipleHooksPerLine.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/view-base/utils/normalizeWheel.js,0.33,1,1,low
0,.github/ISSUE_TEMPLATE/react_18.md,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/external/ComponentUsingHooksIndirectly.js.map,0.33,1,1,low
0,packages/react-dom/testing.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/content-views/TimeAxisMarkersView.js,0.33,1,1,low
0,packages/react/npm/unstable-shared-subset.js,0.33,1,1,low
0,scripts/circleci/add_build_info_json.sh,0.33,1,1,low
0,packages/react-dom/testing.stable.js,0.33,1,1,low
0,scripts/circleci/test_coverage.sh,0.33,1,1,low
0,packages/react-dom/testing.modern.fb.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/useTheme.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/profilingCharts-test.js.snap,0.33,1,1,low
0,scripts/circleci/pack_and_store_artifact.sh,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithNamedCustomHooks.js,0.33,1,1,low
0,packages/react-devtools-shared/src/__tests__/__snapshots__/storeStressSync-test.js.snap,0.33,1,1,low
0,scripts/babel/transform-object-assign-require.js,0.33,1,1,low
0,packages/create-subscription/src/__tests__/createSubscription-test.js,0.33,1,1,low
0,packages/react-dom/src/server/ReactDOMLegacyServerBrowser.classic.fb.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/Example.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__untransformed__/ComponentWithUseReducer.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/README.md,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/InlineRequire.js,0.33,1,1,low
0,packages/react-devtools-scheduling-profiler/src/import-worker/importFile.worker.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ToDoList.js,0.33,1,1,low
0,packages/react-dom/src/server/ReactPartialRendererContext.js,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/ComponentWithMultipleHooksPerLine.js,0.33,1,1,low
0,packages/react-devtools-shared/src/devtools/views/Components/SearchInput.css,0.33,1,1,low
0,packages/react-devtools-extensions/src/__tests__/__source__/__compiled__/no-columns/ComponentWithExternalCustomHooks.js,0.33,1,1,low
